,State_FIPS_Code,County_FIPS_Code,Population_Size,LBW,Premature,Under_18,Over_40,Late_Care,MVA,Suicide,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Pap_Smear,Mammogram,Proctoscopy,Pneumo_Vax,Flu_Vac,No_Exercise,Few_Fruit_Veg,High_Blood_Pres,Diabetes,Uninsured,Elderly_Medicare,Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate
1289,26,121,175554,8.7,12.8,4.9,1.3,17.6,19.9,8.6,19180,6148,4833,9651,11035,1990767,86.1,87.2,56.0,76.7,77.0,25.4,79.3,24.6,8.7,20098,21991,5929,55.8,42.2
1375,27,127,16022,4.5,8.1,2.6,1.4,12.0,30.1,13.2,2157,325,214,880,836,307380,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.0,1684,3184,319,49.9,37.4
3056,55,21,55364,6.0,10.1,1.5,2.0,13.9,21.0,14.9,5293,1393,1133,3629,2843,610243,84.9,-1111.1,-1111.1,-1111.1,-1111.1,23.3,82.2,23.4,5.0,3645,8637,1059,68.6,37.9
80,2,164,1570,4.1,9.9,9.6,2.7,24.3,-1111.1,-1111.1,237,78,-2222,77,125,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,395,-2222,-2222,0.0,0.0
1339,27,55,19941,6.3,10.0,1.5,1.9,12.3,16.9,7.8,1978,501,259,1104,1077,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,16.6,-1111.1,18.4,5.4,1485,3202,310,45.1,35.1
2073,39,65,32032,6.2,10.1,4.2,2.2,19.6,23.3,8.7,3823,932,832,2197,1843,650036,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2980,4179,632,28.1,18.7
1470,28,143,10321,11.1,17.8,12.4,0.9,30.4,50.0,17.6,2450,468,350,564,476,843,83.3,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,11.3,2246,921,358,9.7,0.0
1838,36,25,47534,5.6,9.0,2.0,3.1,14.3,19.8,10.1,6627,994,1189,2768,2858,1386569,92.6,-1111.1,-1111.1,-1111.1,-1111.1,33.5,83.7,-1111.1,9.8,6479,7753,1417,65.2,31.6
1022,21,63,6902,7.3,14.3,6.7,1.2,15.8,34.2,-1111.1,2221,299,363,453,382,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,42.8,83.7,-1111.1,7.3,1240,630,230,0.0,29.0
132,5,47,18218,7.2,10.2,6.1,1.0,24.5,22.2,13.1,3543,352,646,1175,1025,411525,73.9,-1111.1,-1111.1,-1111.1,-1111.1,28.7,85.3,17.5,4.7,2780,2481,800,16.5,16.5
3081,55,71,81949,5.8,9.0,3.6,1.7,12.9,16.7,11.0,8722,2252,1666,5370,4240,936506,83.7,77.2,51.4,-1111.1,-1111.1,23.1,78.2,31.6,6.9,6275,12933,1535,76.9,52.5
710,18,31,25184,7.4,13.4,2.9,0.9,17.9,23.5,8.0,3465,644,523,1660,1040,173547,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.1,86.5,-1111.1,9.4,1858,3575,495,39.7,27.8
2579,48,117,18538,7.6,12.0,10.4,0.7,39.4,24.0,9.4,4153,414,377,883,788,1066,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4493,2140,292,32.4,21.6
1276,26,95,6789,6.8,10.6,5.7,1.6,21.8,14.3,-1111.1,1179,214,262,406,437,65727,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,894,1103,241,73.6,29.5
1494,29,27,42541,8.5,13.0,3.5,1.3,14.0,22.3,15.6,5811,1069,993,2804,2162,34058,79.6,-1111.1,-1111.1,-1111.1,-1111.1,29.7,82.0,17.5,7.2,4059,4379,1198,40.0,16.5
1163,22,105,106502,10.1,14.0,6.4,1.2,13.1,33.0,11.9,18709,4716,3999,5545,6087,262788,82.1,73.4,34.6,48.9,59.2,33.1,84.3,24.7,7.8,18694,10761,3570,57.3,32.9
1554,29,147,21710,5.4,9.6,2.2,1.2,11.0,13.6,13.0,1588,448,524,1499,1429,207120,77.0,-1111.1,-1111.1,-1111.1,-1111.1,25.6,83.0,35.0,6.8,1733,2962,306,73.7,27.6
1515,29,69,32545,9.8,15.4,7.5,0.8,18.5,26.3,13.6,7854,1080,1222,2102,1486,25482,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,35.9,76.5,-1111.1,7.2,6068,5136,1569,64.5,30.7
1978,37,181,43771,11.8,17.7,8.0,1.2,26.4,17.9,9.1,8925,1669,1245,2425,2820,1069,-1111.1,-1111.1,20.1,-1111.1,-1111.1,31.1,80.8,-1111.1,12.7,8414,5476,2086,64.0,18.3
418,13,69,39674,9.5,13.8,8.0,1.0,18.3,28.4,8.0,8713,1061,1490,2291,2020,125752,78.7,-1111.1,-1111.1,-1111.1,-1111.1,41.1,84.1,35.6,9.6,8018,3641,1323,65.5,22.7
1441,28,85,33906,9.6,14.3,5.8,0.7,22.2,41.6,12.0,6306,1153,1263,1990,1529,1363,80.4,70.1,39.2,-1111.1,-1111.1,29.3,88.0,36.0,8.4,5200,4144,1275,44.2,20.6
2518,47,185,24253,8.2,12.7,6.3,1.0,18.7,37.3,16.1,5941,1056,1064,1565,1240,12831,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.9,3468,3733,987,45.4,24.7
2289,42,95,287767,8.8,13.8,2.6,2.6,-2222.2,9.2,10.6,37577,7226,5645,16367,15189,6380205,83.4,74.0,48.4,63.2,65.9,22.6,73.4,28.6,7.6,21848,41995,5451,90.7,55.6
1681,31,59,6385,4.8,8.3,2.6,2.9,17.8,24.1,-1111.1,518,107,97,391,233,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.8,80.8,-1111.1,9.5,643,1330,89,62.6,31.3
195,6,23,128376,5.3,8.0,2.7,2.7,18.0,21.5,18.9,12731,3658,7815,6911,9299,1913790,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,22.3,-1111.1,20.4,8.5,21154,15737,4344,89.6,60.8
955,20,139,17150,6.6,10.4,3.4,1.6,8.1,32.2,14.5,1682,565,396,1089,860,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.9,81.2,-1111.1,8.0,1672,2605,350,23.3,23.3
336,12,39,46428,11.4,15.0,8.4,1.2,14.5,34.4,9.6,8749,839,1567,2410,2460,150,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,16.6,9187,5314,1743,38.8,21.5
1228,25,27,783262,7.0,9.6,2.0,3.3,9.0,11.1,6.8,86503,20363,22977,46098,71757,425046,83.3,84.2,49.3,67.7,70.7,23.8,71.5,24.4,6.3,75796,93953,18235,130.9,45.7
1800,35,13,189444,7.6,12.5,8.0,1.6,31.8,18.3,13.0,33447,5006,5484,11446,12264,119012,80.9,74.7,38.9,57.2,64.0,27.7,81.1,19.9,6.9,49613,19135,3031,60.2,26.4
2481,47,111,21549,7.8,11.8,5.6,0.8,16.7,29.9,15.3,5841,585,1217,1364,1107,10310,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.8,2965,2364,705,23.2,13.9
544,15,1,167293,8.3,13.5,4.3,3.0,25.1,19.8,13.5,16598,2673,4503,8436,10922,388592,84.0,79.6,38.9,61.4,68.9,20.2,75.9,23.9,6.8,24902,19710,3276,89.1,49.0
849,19,125,32984,6.3,10.2,1.9,1.4,8.8,15.0,7.5,3523,740,625,1877,1278,487277,69.7,75.3,40.5,-1111.1,-1111.1,25.4,81.4,28.0,7.2,1678,4870,726,54.6,42.4
2126,39,171,38688,6.2,11.8,4.0,1.0,18.8,29.2,12.5,4441,1214,758,2673,1896,105344,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.8,5.3,3434,5575,660,64.6,38.8
2600,48,159,10200,5.4,10.5,6.7,1.0,15.8,42.8,-1111.1,1583,237,222,562,435,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1779,1307,148,49.0,19.6
2537,48,33,648,-1111.1,-1111.1,-1111.1,-1111.1,19.4,-1111.1,-1111.1,72,18,26,38,31,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,109,-2222,-2222,0.0,0.0
2970,53,37,36841,5.1,8.9,2.5,2.0,-2222.2,12.9,10.0,2710,1078,870,2317,3144,-2222,82.1,-1111.1,-1111.1,-1111.1,-1111.1,12.6,72.7,19.3,5.8,5136,3984,557,67.9,32.6
2534,48,27,256057,8.1,19.7,3.4,0.9,9.4,20.2,11.5,22934,5907,4137,12343,10598,689148,86.2,86.1,-1111.1,-1111.1,-1111.1,27.3,76.4,20.0,7.9,40668,20751,3534,121.1,53.1
2427,47,3,42204,8.3,13.3,5.5,1.1,20.2,32.3,18.8,8464,1143,1300,2633,2184,440328,80.4,-1111.1,-1111.1,-1111.1,-1111.1,30.3,-1111.1,25.6,6.3,6039,4787,1004,33.2,21.3
1259,26,61,35705,3.8,7.0,2.1,3.5,13.9,14.4,11.2,3246,1089,588,2064,2822,420370,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,19.7,-1111.1,-1111.1,10.7,3808,5236,890,86.8,47.6
1673,31,43,20349,6.7,12.5,4.4,1.3,13.2,14.0,16.0,3303,513,412,1135,747,10264205,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,37.3,84.3,22.7,8.8,3414,2140,379,14.7,24.6
2598,48,155,1518,7.3,13.1,6.8,-1111.1,22.9,-1111.1,-1111.1,309,33,44,81,63,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,346,340,37,0.0,0.0
1358,27,93,23371,5.4,8.3,2.9,1.6,17.5,27.1,11.5,2910,631,305,1284,1254,21733,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.6,84.0,-1111.1,5.1,2104,3368,396,51.3,30.0
745,18,101,10386,7.7,12.8,3.0,1.0,20.5,32.0,10.6,1860,282,294,706,421,154270,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.0,1024,1615,295,28.9,19.3
2258,42,33,82783,7.8,10.4,2.7,1.2,-2222.2,23.1,12.6,12326,2401,2272,4823,4188,3692132,74.7,-1111.1,-1111.1,-1111.1,87.9,25.6,78.5,35.4,9.6,8193,13170,2126,47.1,38.7
2465,47,79,31511,9.5,13.6,4.9,1.2,14.2,32.7,18.5,6628,1058,1181,2070,1606,94464,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,39.2,-1111.1,28.5,10.6,4285,5522,1213,66.6,38.1
733,18,77,32430,6.7,11.1,4.5,1.4,18.1,21.7,14.2,4103,913,992,2204,1436,4834572,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,23.0,80.5,-1111.1,5.7,3266,4079,993,80.2,49.3
1960,37,145,37217,9.2,13.1,4.3,1.4,12.5,21.5,18.0,6424,1202,1157,2175,2407,19403506,92.0,-1111.1,-1111.1,-1111.1,-1111.1,32.6,87.0,-1111.1,6.3,4363,4526,1129,40.3,18.8
2224,41,37,7313,7.0,10.1,5.4,2.4,25.6,31.8,19.5,1063,307,311,552,529,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.3,-1111.1,-1111.1,3.9,1484,1412,222,41.0,54.7
667,17,149,17099,7.8,11.1,3.9,1.3,14.7,24.0,13.1,2404,436,335,955,1025,1872996,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.8,1988,3152,401,35.1,23.4
238,6,109,59380,5.0,9.2,2.9,3.4,10.5,26.0,16.9,6748,1604,3097,3364,4181,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,23.3,-1111.1,-1111.1,5.7,8213,9865,1471,82.5,58.9
314,10,1,143968,9.5,12.9,4.3,1.8,22.1,17.1,11.0,19099,2670,3114,8167,9653,111209,86.6,85.0,54.1,66.9,68.6,26.9,80.4,28.6,8.5,17333,14922,3232,50.7,32.6
193,6,19,877584,6.7,11.8,5.5,2.2,14.0,22.6,8.7,164823,36776,24459,41867,59931,340202,69.9,85.0,-1111.1,-1111.1,-1111.1,25.8,74.3,25.1,7.4,202484,79906,14666,77.9,39.4
237,6,107,410874,5.7,10.0,5.7,1.9,17.6,24.3,8.8,88664,17366,12256,19106,27671,239754,82.5,-1111.1,-1111.1,-1111.1,-1111.1,34.9,73.3,22.4,9.7,100242,35233,7389,53.8,33.3
782,18,175,27885,6.5,11.9,4.6,1.9,19.6,24.3,10.3,4599,868,576,1867,1193,96224,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.5,88.9,-1111.1,7.1,2751,3078,858,43.0,17.9
1971,37,167,58964,8.8,13.7,5.2,0.9,13.9,24.8,11.1,10565,1624,1815,3430,3905,26043,75.7,86.7,-1111.1,-1111.1,-1111.1,24.9,72.9,21.3,8.4,7072,8388,1736,49.2,27.1
232,6,97,466477,5.2,6.7,2.4,3.9,12.0,10.5,9.4,46951,11339,10826,24512,31741,31664,76.0,78.9,44.2,-1111.1,72.6,18.2,72.5,17.1,6.3,63936,55690,8415,109.1,69.7
907,20,43,7816,5.6,10.6,4.4,1.1,13.6,24.7,15.3,1019,281,124,488,403,8685,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,31.9,-1111.1,-1111.1,9.1,842,1241,134,25.6,0.0
581,16,65,30975,4.9,8.0,1.8,1.7,20.0,19.5,6.2,1418,360,499,1759,1936,5,58.9,-1111.1,44.0,-1111.1,-1111.1,16.1,78.8,13.3,3.2,5314,1768,203,61.3,42.0
618,17,51,21713,6.8,12.1,6.2,0.9,14.5,19.2,10.7,4121,680,391,1211,1326,0,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.4,2396,3178,530,18.4,18.4
1535,29,109,37127,6.0,11.0,5.2,1.4,15.7,31.7,15.9,5520,862,1002,2399,1743,132261,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.2,-1111.1,-1111.1,5.2,5599,4943,1074,45.8,26.9
3029,54,77,30115,9.3,11.8,2.8,1.1,11.5,23.4,11.5,5535,648,1818,2266,1276,1096543,86.0,-1111.1,-1111.1,-1111.1,-1111.1,25.9,79.3,27.9,7.7,3832,4320,997,39.8,16.6
2705,48,369,9754,6.1,12.2,6.4,1.3,40.7,31.3,14.1,2251,197,321,476,420,1829503,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2298,1161,112,30.8,20.5
2840,51,45,5154,7.3,10.3,4.3,2.4,5.6,-1111.1,18.4,852,93,197,298,231,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,441,608,182,0.0,19.4
1328,27,33,11834,5.4,8.6,3.0,2.4,15.2,18.9,-1111.1,1603,274,105,657,617,11407,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.6,-1111.1,-1111.1,3.0,1394,2555,219,93.0,42.3
2012,38,49,5511,6.4,10.0,3.0,3.2,16.8,21.2,15.4,941,163,101,327,164,481615,85.2,-1111.1,-1111.1,-1111.1,-1111.1,29.5,72.9,28.8,12.4,842,1333,118,18.1,18.1
2037,38,99,11607,5.1,9.7,4.7,2.7,15.9,24.9,10.1,1941,291,153,675,352,-2222,77.4,-1111.1,-1111.1,-1111.1,-1111.1,25.9,78.1,27.7,8.5,1196,2321,294,86.2,51.7
98,4,9,33073,6.6,11.3,6.7,1.1,26.9,29.9,13.9,4771,809,868,1752,1964,-2222,74.6,-1111.1,29.3,-1111.1,-1111.1,25.8,79.4,24.9,10.9,6343,3726,687,36.3,42.3
545,15,3,905266,8.5,13.2,2.3,3.3,13.3,8.3,9.5,91741,12197,13613,46831,58004,2356299,85.3,81.4,44.8,66.8,77.0,19.0,77.1,23.9,6.9,106915,115275,11477,124.5,80.3
776,18,163,173187,9.5,13.6,3.8,1.4,12.9,14.3,16.0,19121,4790,4061,11725,7726,272097,85.6,83.9,50.6,74.0,69.9,24.0,80.8,27.5,9.0,16380,25305,4933,114.9,56.6
653,17,121,40144,8.3,12.0,4.6,1.1,16.5,22.4,18.7,5688,1192,980,2182,2340,85518,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.7,-1111.1,-1111.1,8.9,4400,7394,1550,69.7,42.3
2631,48,221,47930,6.6,12.0,5.0,1.9,20.4,22.1,14.0,5490,1070,1256,2645,2014,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.0,6307,8046,795,43.8,23.0
1467,28,137,26548,9.3,14.7,7.2,1.3,19.6,48.9,11.4,4684,830,864,1522,1284,69056,79.9,-1111.1,-1111.1,-1111.1,-1111.1,29.4,89.5,27.6,8.6,3524,2926,877,33.9,18.8
3097,55,101,195708,7.5,12.0,4.2,2.1,17.9,14.2,11.6,21960,5885,5817,12382,10212,97216,87.6,82.4,45.3,79.4,75.7,20.4,78.2,26.7,7.1,20333,24136,4405,71.5,46.0
571,16,45,16273,4.7,8.9,5.4,1.6,24.3,23.2,13.7,2199,338,379,1043,697,10,71.2,-1111.1,21.8,-1111.1,-1111.1,23.4,77.4,30.0,8.6,2746,2400,292,49.2,12.3
489,13,213,40812,7.3,11.3,7.2,0.8,21.1,28.1,10.0,10205,952,1319,2395,2048,0,86.5,-1111.1,-1111.1,-1111.1,-1111.1,41.8,-1111.1,-1111.1,9.6,5979,3021,1216,19.6,4.9
2059,39,37,52983,6.1,10.0,2.6,1.2,7.4,25.0,11.3,6131,1664,1129,3638,2580,95810,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.0,4241,7698,979,47.2,15.1
2591,48,141,721598,7.9,13.8,6.6,1.7,34.4,14.8,7.5,141032,20827,26564,34838,31459,1824628,78.6,72.2,35.2,48.7,54.3,24.4,77.4,19.3,8.1,185007,68710,10418,58.9,25.2
2870,51,107,255518,6.5,9.8,0.6,3.6,7.5,10.1,10.2,12050,2773,3350,13500,11449,6869,90.3,82.6,58.5,-1111.1,-1111.1,11.5,76.4,14.6,2.7,22067,10869,1111,66.9,23.5
1648,30,105,7143,4.5,10.5,4.5,1.8,18.3,39.2,22.2,805,148,196,522,355,-2222,84.8,-1111.1,-1111.1,-1111.1,75.2,29.1,72.3,25.1,7.1,1351,1526,152,28.0,42.0
41,1,83,70469,9.0,14.7,5.2,1.4,15.6,29.8,13.4,12210,1370,2864,4019,3408,31182,90.4,-1111.1,-1111.1,-1111.1,-1111.1,30.4,79.5,-1111.1,8.1,8934,7024,1778,39.7,15.6
207,6,47,241706,6.3,10.9,4.9,2.1,37.0,23.8,8.4,49138,9839,7595,11240,16421,222284,92.8,-1111.1,-1111.1,-1111.1,-1111.1,34.6,-1111.1,20.6,7.5,52448,17668,3350,51.3,28.1
2106,39,131,28146,7.9,13.6,5.1,0.7,11.1,29.5,13.1,5591,1087,989,1911,1383,222023,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4027,3473,900,56.8,14.2
1776,34,9,99286,6.3,11.4,3.0,3.1,18.0,12.9,7.2,12751,3756,2183,5340,4839,451325,78.6,81.1,47.9,69.0,75.0,27.3,68.9,34.2,9.5,11062,19628,2624,42.3,49.4
3136,56,37,37975,8.8,11.4,3.8,1.3,23.3,27.2,27.9,3081,688,817,2649,1782,2781816,79.2,71.8,32.0,71.9,75.8,21.9,80.7,22.7,5.3,5477,3260,572,50.0,52.7
1144,22,67,29989,11.7,15.9,9.0,0.8,17.2,30.4,12.1,6485,1092,1061,1573,1601,2264399,79.1,-1111.1,-1111.1,-1111.1,-1111.1,47.7,80.4,30.2,7.0,6086,4676,926,43.3,16.7
2966,53,29,79252,5.5,8.8,2.1,2.5,-2222.2,12.5,10.0,4274,1840,1654,4837,5171,0,77.9,80.2,49.9,66.6,67.7,13.5,69.4,21.6,5.2,9165,8620,879,63.1,41.6
1444,28,91,25235,10.0,15.4,6.5,0.6,10.5,39.5,9.1,5413,938,1005,1454,1168,33229,80.5,-1111.1,-1111.1,-1111.1,-1111.1,38.7,80.6,25.1,10.4,4790,3725,1163,59.4,23.8
3098,55,103,18403,4.5,8.1,1.9,2.5,22.9,17.9,11.7,2241,422,506,1206,982,147865,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.8,87.9,-1111.1,4.8,1922,2621,339,76.1,38.0
309,9,7,163214,6.9,9.7,0.9,4.6,9.0,9.2,7.4,12744,3854,4010,11674,10553,101702,85.4,87.4,58.2,69.0,73.1,18.0,73.5,25.2,5.2,11370,21120,2818,93.7,60.7
2780,49,11,268187,6.2,10.9,1.4,1.4,15.5,9.8,13.6,11747,5473,4576,18656,10178,431387,80.1,79.3,41.5,60.5,72.5,14.8,80.2,18.0,4.9,25115,18425,2144,56.7,38.4
1069,21,157,30967,7.8,12.8,4.6,1.5,11.9,22.7,16.7,5120,945,1501,2128,1715,3967018,82.4,81.0,42.3,52.9,58.7,26.4,74.6,31.9,6.4,3271,5274,1014,42.0,32.3
1584,29,209,30931,7.5,11.7,5.8,1.7,16.6,27.2,10.6,4425,1233,826,2140,1386,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.5,-1111.1,-1111.1,8.4,4339,5181,809,19.4,16.2
1066,21,151,77749,8.1,12.6,3.7,1.1,12.5,16.9,6.7,11893,1974,2836,5108,5061,881744,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,28.7,82.0,25.9,4.7,8879,7316,2171,69.5,30.9
1414,28,31,20273,10.4,16.8,9.0,0.9,16.9,46.0,10.9,4245,634,853,1161,929,1138410,79.0,-1111.1,-1111.1,-1111.1,-1111.1,30.6,85.7,-1111.1,10.6,3987,2486,852,29.6,19.7
1772,34,1,271015,8.5,13.0,3.8,2.6,30.7,17.3,8.5,39226,7132,5681,13902,13480,163406,80.2,77.2,44.0,65.0,65.4,29.3,73.3,28.7,9.3,34462,33917,5591,73.1,42.8
2195,40,133,24770,8.0,14.2,7.4,1.2,23.9,35.7,17.8,4328,708,810,1482,1090,121773,73.1,-1111.1,30.9,-1111.1,75.3,35.0,82.4,34.8,8.6,5136,3882,932,24.2,20.2
64,1,129,17773,8.7,16.4,6.1,1.2,21.5,34.8,10.2,3236,392,709,976,848,2337250,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.5,3037,2210,764,33.8,11.3
1721,31,139,7600,5.7,9.4,2.4,2.1,13.9,31.9,-1111.1,758,153,144,456,302,26987,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,33.5,76.8,-1111.1,6.1,1006,1236,101,65.8,26.3
2621,48,201,3693050,7.8,13.7,4.6,2.1,19.5,15.6,10.8,576580,105445,84282,185430,154931,55707549,80.1,75.5,43.8,56.3,61.4,26.5,74.7,22.2,5.9,676637,255791,41846,84.8,43.0
3066,55,41,9961,6.0,11.5,4.7,1.2,19.9,37.1,16.0,1462,342,259,651,528,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.2,1190,1829,263,40.2,30.1
1304,26,151,44752,6.3,10.7,3.0,2.0,17.0,26.6,10.8,6082,1772,1175,2518,2781,131750,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,27.7,84.6,-1111.1,5.0,5478,6960,1053,33.5,31.3
1910,37,45,98288,9.4,13.6,6.5,0.9,18.0,21.6,14.4,18259,3356,3081,5662,6451,653044,81.9,-1111.1,-1111.1,-1111.1,-1111.1,24.4,80.6,-1111.1,8.7,12507,13530,3711,64.1,27.5
122,5,27,24695,9.8,14.6,6.9,1.1,21.5,34.6,9.0,4087,670,764,1583,1501,795161,86.2,74.1,23.8,-1111.1,-1111.1,27.5,84.6,-1111.1,9.2,3610,3903,959,60.7,44.5
1088,21,195,66922,8.4,12.6,4.3,0.7,9.3,36.2,12.0,17797,1657,7409,4474,3669,-2222,81.2,74.4,29.3,62.8,62.5,42.6,83.9,35.0,11.4,10100,7895,6038,82.2,40.3
769,18,149,22933,7.3,11.4,6.1,1.4,18.3,40.5,14.1,4182,757,800,1519,982,1807,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,30.1,81.7,-1111.1,11.3,2919,3031,852,39.2,8.7
1345,27,67,41199,4.7,8.3,4.1,2.2,17.4,19.0,8.1,4517,983,510,2249,2246,138617,87.0,-1111.1,-1111.1,-1111.1,-1111.1,17.5,80.3,27.9,6.6,4681,6097,870,114.1,60.7
2472,47,93,404972,8.6,13.8,3.7,2.0,13.4,18.5,12.2,47479,8894,15426,26096,21956,1251930,83.4,80.0,49.1,73.2,77.5,25.6,69.3,25.7,9.0,38623,48351,10476,142.0,52.6
2111,39,141,75197,8.5,13.7,4.4,1.1,10.0,17.1,12.2,12398,2530,2482,5274,3689,1496785,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,29.3,85.7,-1111.1,10.8,7167,9233,2025,63.8,35.9
1275,26,93,181517,5.5,9.6,1.1,2.9,6.0,13.3,10.1,10294,4787,4644,10112,11407,47983,89.3,-1111.1,46.2,-1111.1,-1111.1,16.9,77.8,15.8,6.0,11834,12617,1883,34.7,40.8
1497,29,33,10193,6.4,11.2,3.6,1.8,9.7,28.9,20.3,1452,271,199,677,477,27784,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,32.4,76.9,-1111.1,7.3,1361,1912,242,19.6,39.2
2158,40,59,3313,5.2,9.3,4.7,-1111.1,30.3,50.1,-1111.1,422,56,59,213,147,-2222,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,551,750,65,60.4,30.2
2667,48,293,22763,7.2,13.9,8.3,0.9,30.4,37.6,15.8,4830,519,693,1212,990,4220136,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,14.4,4243,3257,918,30.8,17.6
2464,47,77,26425,8.4,12.7,6.0,1.0,15.0,49.1,17.6,5559,951,1052,1674,1335,82936,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,24.7,3.5,2882,3722,1052,34.1,22.7
1738,31,173,7365,4.8,11.5,8.3,1.4,22.3,41.8,14.8,766,239,104,378,288,250,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,26.3,-1111.1,-1111.1,14.7,1667,849,137,40.7,54.3
1928,37,81,443519,9.3,13.3,3.4,2.1,14.0,13.6,10.1,49492,12327,14771,25642,29885,609251,87.9,86.1,54.5,64.0,64.2,23.7,74.7,28.5,8.2,53139,50703,8956,91.8,44.0
1904,37,33,23608,9.7,12.5,5.8,1.2,15.4,27.0,12.5,5087,841,881,1404,1549,0,88.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5.1,2595,2695,811,21.2,12.7
880,19,187,39003,5.9,11.9,3.2,1.5,14.8,16.2,11.0,4107,924,738,2208,1489,458520,73.3,76.3,40.4,68.1,75.8,28.2,83.0,31.5,9.8,3832,6612,1080,48.7,59.0
2964,53,25,81229,5.5,9.5,6.3,1.7,-2222.2,33.1,9.7,13402,2829,2155,4490,5340,32256,74.9,81.4,40.0,67.9,69.3,23.2,79.7,30.2,7.2,16410,9093,1603,56.6,20.9
